id,name,description,artifact
io.moderne.kafka.MigrateAdminListConsumerGroups,Migrate `Admin.listConsumerGroups()` to `listGroups()`,Migrates the deprecated `Admin.listConsumerGroups()` method to `listGroups()` and updates related types for Kafka 4.1 compatibility.,io.moderne.recipe:rewrite-kafka:0.4.0-20251021.170844-11
io.moderne.kafka.MigrateToKafka32,Migrate to Kafka 3.2,Migrate applications to the latest Kafka 3.2 release.,io.moderne.recipe:rewrite-kafka:0.4.0-20251021.170844-11
org.openrewrite.analysis.java.FindNullPointerIssues,Find null pointer issues,Detects potential null pointer dereferences using path-sensitive analysis to distinguish between definite NPEs possible NPEs and safe dereferences.,io.moderne.recipe:rewrite-program-analysis:0.6.0-20251021.170722-51
org.openrewrite.analysis.java.controlflow.FindUnusedDefinitions,Find unused variable definitions,Identifies variable assignments whose values are never used before being overwritten.,io.moderne.recipe:rewrite-program-analysis:0.6.0-20251021.170722-51
org.openrewrite.analysis.java.controlflow.search.FindCyclomaticComplexity,Find cyclomatic complexity,Calculates the cyclomatic complexity of methods and produces a data table containing the class name method name argument types complexity value and complexity threshold.,io.moderne.recipe:rewrite-program-analysis:0.6.0-20251021.170722-51
org.openrewrite.analysis.java.controlflow.search.FindUnreachableCode,Find unreachable code,Uses control flow analysis to identify statements that can never be executed.,io.moderne.recipe:rewrite-program-analysis:0.6.0-20251021.170722-51
org.openrewrite.analysis.java.dataflow.FindDeadStores,Find dead stores,Identifies variable assignments whose values are never used before being overwritten or going out of scope.,io.moderne.recipe:rewrite-program-analysis:0.6.0-20251021.170722-51
org.openrewrite.analysis.java.security.FindSecurityVulnerabilities,Find security vulnerabilities using taint analysis,Identifies potential security vulnerabilities where untrusted data from sources flows to sensitive sinks without proper sanitization.,io.moderne.recipe:rewrite-program-analysis:0.6.0-20251021.170722-51
org.openrewrite.analysis.java.datalineage.TrackDataLineage,Track data lineage,Tracks the flow of data from database sources (JDBC queries JPA entities) to API sinks (REST endpoints GraphQL mutations) to understand data dependencies and support compliance requirements.,io.moderne.recipe:rewrite-program-analysis:0.6.0-20251021.170722-51
org.openrewrite.analysis.java.privacy.FindPiiExposure,Find PII exposure in logs and external APIs,Detects when Personally Identifiable Information (PII) is exposed through logging statements or sent to external APIs without proper sanitization. This helps prevent data leaks and ensures compliance with privacy regulations like GDPR and CCPA.,io.moderne.recipe:rewrite-program-analysis:0.6.0-20251021.170722-51
org.openrewrite.analysis.java.security.FindCommandInjection,Find command injection vulnerabilities,Detects when user-controlled input flows into system command execution methods like Runtime.exec() or ProcessBuilder which could allow attackers to execute arbitrary commands.,io.moderne.recipe:rewrite-program-analysis:0.6.0-20251021.170722-51
org.openrewrite.analysis.java.security.FindLdapInjection,Find LDAP injection vulnerabilities,Finds LDAP injection vulnerabilities by tracking tainted data flow from user input to LDAP queries.,io.moderne.recipe:rewrite-program-analysis:0.6.0-20251021.170722-51
org.openrewrite.analysis.java.security.FindPathTraversal,Find path traversal vulnerabilities,Detects potential path traversal vulnerabilities where user input flows to file system operations without proper validation.,io.moderne.recipe:rewrite-program-analysis:0.6.0-20251021.170722-51
org.openrewrite.analysis.java.security.FindSqlInjection,Find SQL injection vulnerabilities,Detects potential SQL injection vulnerabilities where user input flows to SQL execution methods without proper sanitization.,io.moderne.recipe:rewrite-program-analysis:0.6.0-20251021.170722-51
org.openrewrite.analysis.java.security.FindUnencryptedPiiStorage,Find unencrypted PII storage,Identifies when personally identifiable information (PII) is stored in databases files or other persistent storage without encryption.,io.moderne.recipe:rewrite-program-analysis:0.6.0-20251021.170722-51
org.openrewrite.analysis.java.security.FindXssVulnerability,Find XSS vulnerabilities,Detects potential cross-site scripting vulnerabilities where user input flows to output methods without proper sanitization.,io.moderne.recipe:rewrite-program-analysis:0.6.0-20251021.170722-51
org.openrewrite.analysis.java.security.FindXxeVulnerability,Find XXE vulnerabilities,Locates XML parsers that are not configured to prevent XML External Entity (XXE) attacks.,io.moderne.recipe:rewrite-program-analysis:0.6.0-20251021.170722-51
io.moderne.java.spring.boot3.AddValidToConfigurationPropertiesFields,Add `@Valid` annotation to fields,In Spring Boot 3.4 validation of `@ConfigurationProperties` classes annotated with `@Validated` now follows the Bean Validation specification only cascading to nested properties if the corresponding field is annotated with `@Valid`. The recipe will add a `@Valid` annotation to each field which has a type that has a field which is annotated with a `jakarta.validation.constraints.*` annotation.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot3.CommentOnMockAndSpyBeansInConfigSpring34,Comment on `@MockitoSpyBean` and `@MockitoBean` in `@Configuration`,As stated in [Spring Docs](https://docs.spring.io/spring-framework/reference/testing/annotations/integration-spring/annotation-mockitobean.html) `@MockitoSpyBean` and `@MockitoBean` will only work in tests explicitly not in `@Configuration` annotated classes.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot3.ConditionalOnAvailableEndpointMigrationSpring34,Migrate `ConditionalOnAvailableEndpoint` for Spring Boot 3.4,Migrate `@ConditionalOnAvailableEndpoint(EndpointExposure.CLOUD_FOUNDRY)` to `@ConditionalOnAvailableEndpoint(EndpointExposure.WEB)` for Spring Boot 3.4.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot3.MigrateEndpointAnnotationAccessValueSpring34,Migrate `@Endpoint`s `defaultAccess` value,Since Spring Boot 3.4 the `@Endpoint` access configuration values are no longer `true|false` but `none|read-only|unrestricted`.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot3.RemoveDeprecatedConditions,Remove Spring Boot 3.5 deprecated conditions,Replace Spring Boot 3.5 deprecated condition classes with their corresponding conditional annotations.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot3.RemoveReplaceNoneFromAutoConfigureTestDatabase,Remove `Replace.NONE` from `@AutoConfigureTestDatabase`,`Replace.NONE` is the default value for `@AutoConfigureTestDatabase` since Spring Boot 3.4.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot3.RemoveTestRestTemplateEnableRedirectsOptionRecipe,Remove `TestRestTemplate.HttpClientOption.ENABLE_REDIRECTS` option,The `TestRestTemplate` now uses the same follow redirects settings as the regular RestTemplate. The `HttpOption.ENABLE_REDIRECTS` option has also been deprecated. This recipe removes the option from the `TestRestTemplate` constructor arguments.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot3.ReplaceConditionalOutcomeInverse,Replace ConditionOutcome.inverse() with constructor,Replace deprecated `ConditionOutcome.inverse(ConditionOutcome outcome)` calls with `new ConditionOutcome(!outcome.isMatch() outcome.getConditionMessage())`.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot3.ReplaceDeprecatedKafkaConnectionDetailsBootstrapServerGetters,Replace deprecated `KafkaConnectionDetails` bootstrap server methods,Replace deprecated `KafkaConnectionDetails` bootstrap server methods with chained calls. For example `getProducerBootstrapServers()` becomes `getProducer().getBootstrapServers()`.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot3.ReplaceDeprecatedThreadPoolTaskSchedulerConstructor,Replace deprecated ThreadPoolTaskSchedulerBuilder 5-argument constructor,The 5-parameter constructor of `ThreadPoolTaskSchedulerBuilder` has been deprecated in Spring Boot 3.5. This recipe transforms it to use the builder pattern instead omitting null values and defaults.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot3.ReplaceKafkaTransactionManagerSetter,Use `kafkaAwareTransactionManager` setter,Replace deprecated `ContainerProperties#setTransactionManager(org.springframework.transaction.PlatformTransactionManager)` method with `ContainerProperties#setKafkaAwareTransactionManager(org.springframework.kafka.transaction.KafkaAwareTransactionManager)`. The method will be replaced only if its argument has the type `KafkaAwareTransactionManager`.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot3.ResolveTaskExecutorFromContext,Replace `taskExecutor` with `applicationTaskExecutor`,Use bean name `applicationTaskExecutor` instead of `taskExecutor` when resolving `TaskExecutor` Bean from application context,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.security6.MigrateAntPathRequestMatcher,Migrate antPathRequestMatcher to pathPatternRequestMatcher,In Spring Security 6.5 `AntPathRequestMatcher` is deprecated in favor of `PathPatternRequestMatcher`. This recipe migrates static method calls and constructor usage to the new pattern.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot.IsLikelyNotSpringBoot,Is likely not a Spring Boot project,Marks the project if it's likely not a Spring Boot project.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot.IsLikelySpringBoot,Is likely a Spring Boot project,Marks the project if it's likely a Spring Boot project.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot.MigrateSpringFrameworkDependenciesToSpringBoot,Migrate Spring Framework Dependencies to Spring Boot,Migrate Spring Framework Dependencies to Spring Boot.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.framework.IsLikelySpringFramework,Is likely a Spring Framework project,Marks the project if it's likely a Spring Framework project.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.framework.beansxml.BeansXmlToConfiguration,Migrate `beans.xml` to Spring Framework configuration class,Converts Java/Jakarta EE `beans.xml` configuration files to Spring Framework `@Configuration` classes.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.framework.webxml.WebXmlToWebApplicationInitializer,Migrate `web.xml` to `WebApplicationInitializer`,Migrate `web.xml` to `WebApplicationInitializer` for Spring applications. This allows for programmatic configuration of the web application context replacing the need for XML-based configuration. This recipe only picks up `web.xml` files located in the `src/main/webapp/WEB-INF` directory to avoid inference with tests.It creates a `WebXmlWebAppInitializer` class in `src/main/java` with respect to submodules if they contain java files.**If it finds an existing `WebXmlWebAppInitializer` it skips the creation**.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.security6.UpgradeSpringSecurity_6_4,Migrate to Spring Security 6.4,Migrate applications to the latest Spring Security 6.4 release. This recipe will modify an application's build files make changes to deprecated/preferred APIs and migrate configuration settings that have changes between versions.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.cloud2022.SpringCloudProperties_2022,Migrate Spring Cloud properties to 2022,Migrate properties found in `application.properties` and `application.yml`.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.cloud2020.SpringCloudProperties_2020,Migrate Spring Cloud properties to 2020,Migrate properties found in `application.properties` and `application.yml`.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot3.SpringBootProperties_3_4,Migrate `@Endpoint` Security properties to 3.4,Migrate the settings for Spring Boot Management Endpoint Security from `true`|`false` to `read-only`|`none`.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot3.UpgradeSpringBoot_3_5,Migrate to Spring Boot 3.5,Migrate applications to the latest Spring Boot 3.5 release. This recipe will modify an application's build files make changes to deprecated/preferred APIs and migrate configuration settings that have changes between versions. This recipe will also chain additional framework migrations (Spring Framework Spring Data etc) that are required as part of the migration to Spring Boot 3.5.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
io.moderne.java.spring.boot3.ReplaceTaskExecutorNameByApplicationTaskExecutorName,Use bean name `applicationTaskExecutor` instead of `taskExecutor`,Spring Boot 3.5 removed the bean name `taskExecutor`. Where this bean name is used the recipe replaces the bean name to `applicationTaskExecutor`. This also includes instances where the developer provided their own bean named `taskExecutor`. This also includes scenarios where JSR-250's `@Resource` annotation is used.,io.moderne.recipe:rewrite-spring:0.15.0-20251021.190803-14
